Metabolite	Common_metabolite_name	KEGG_ID	HMDB_ID	SMILES_metabolite
5-Hydroxy-L-tryptophan	Oxitriptan	C00643	HMDB15571	N[C@@H](CC1=CNC2=C1C=C(O)C=C2)C(O)=O
N-2-Furoylglycine	2-Furoylglycine		HMDB00439	OC(=O)CNC(=O)C1=CC=CO1
Guanosine 5-monophosphate	Guanosine monophosphate	C00144	HMDB01397	NC1=NC2=C(N=CN2[C@@H]2O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]2O)C(=O)N1
Nicotinamide ribotide	Nicotinamide ribotide	C00455	HMDB00229	NC(=O)C1=CC=C[N+](=C1)[C@@H]1O[C@H](COP(O)([O-])=O)[C@@H](O)[C@H]1O
Cytidine monophosphate	Cytidine monophosphate	C00055	HMDB00095	NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O
L-a-Aspartyl-L-phenylalanine	Aspartylphenylalanine		HMDB00706	N[C@@H](CC(O)=O)C(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O
Inosine 5-monophosphate	Inosinic acid	C00130	HMDB00175	O[C@@H]1[C@@H](COP(O)(O)=O)O[C@H]([C@@H]1O)N1C=NC2=C1N=CNC2=O
(R)-3-Hydroxybutyric acid	(R)-3-Hydroxybutyric acid	C01089	HMDB00011	C[C@@H](O)CC(O)=O
2-Deoxyadenosine 5-triphosphate	Deoxyadenosine triphosphate	 C00131	HMDB01532	NC1=NC=NC2=C1N=CN2[C@H]1C[C@H](O)[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O1
3-Aminoisobutyric acid	3-Aminoisobutanoic acid	C05145	HMDB03911	CC(CN)C(O)=O
L-2-Aminobutyric acid	L-Alpha-aminobutyric acid	C02356	HMDB00452	CC[C@H](N)C(O)=O
Isovaleryl coenzyme A	Isovaleryl-CoA	C02939	HMDB01113	CC(C)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N
Malonyl coenzyme A	Malonyl-CoA	C00083	HMDB01175	CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)C(O)C(=O)NCCC(=O)NCCSC(=O)CC(O)=O
Uridine	Uridine	C00299	HMDB00296	OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=CC(=O)NC1=O
2-Deoxycytidine	Deoxycytidine	C00881	HMDB00014	NC1=NC(=O)N(C=C1)[C@H]1C[C@H](O)[C@@H](CO)O1
Phosphatidylserine	PS(16:0/16:0)	C02737	HMDB00614	CCCCCCCCCCCCCCCC(=O)OCC(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCCCCCCCCCCCCCC
Deoxyguanylate	2'-Deoxyguanosine 5'-monophosphate	C00362	HMDB01044	NC1=NC2=C(N=CN2[C@H]2C[C@H](O)[C@@H](COP(O)(O)=O)O2)C(=O)N1
Adenosine 5-phosphosulfate	Adenosine phosphosulfate	C00224	HMDB01003	NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OS(O)(=O)=O)[C@@H](O)[C@H]1O
Propionyl coenzyme A	Propionyl-CoA	C00100	HMDB01275	CCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N
D-Lactose	Alpha-Lactose	C00243	HMDB00186	OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O
Orotidine 5-monophosphate	Orotidylic acid	C01103	HMDB00218	O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP(O)(O)=O)N1C(=O)NC(=O)C=C1C(O)=O
Guanosine	Guanosine	C00387	HMDB00133	NC1=NC2=C(N=CN2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(=O)N1
Uridine 5-triphosphate	Uridine triphosphate	C00075	HMDB00285	O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP(O)(=O)OP(O)(=O)OP(O)(O)=O)N1C=CC(=O)NC1=O
Thymidine 5-triphosphate	Thymidine 5'-triphosphate	C00459	HMDB01342	CC1=CN([C@H]2C[C@H](O)[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O2)C(=O)NC1=O
Porphobilinogen	Porphobilinogen	C00931	HMDB00245	NCC1=C(CC(O)=O)C(CCC(O)=O)=CN1
DL-2-Amino-3-phosphonopropionic acid	2-Amino-3-phosphonopropionic acid	C05672	HMDB00370	NC(CP(O)(O)=O)C(O)=O
Glutathione disulfide	Oxidized glutathione	C00127	HMDB03337	NC(CCC(=O)NC(CSSCC(NC(=O)CCC(N)C(O)=O)C(=O)NCC(O)=O)C(=O)NCC(O)=O)C(O)=O
D-Maltose	D-Maltose	C00208	HMDB00163	OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@H](O)[C@@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O
Melibiose	Melibiose	C05402	HMDB00048	OC[C@H]1O[C@H](OC[C@H]2OC(O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1O
2-Methylglutaric acid	2-Methylglutaric acid		HMDB00422	CC(CCC(O)=O)C(O)=O
3-Methylglutaric acid	Methylglutaric acid		HMDB00752	CC(CC(O)=O)CC(O)=O
Isovaleric acid	Isovaleric acid	C08262	HMDB00718	CC(C)CC(O)=O
Deoxyadenosine monophosphate	Deoxyadenosine monophosphate	C00360	HMDB00905	NC1=NC=NC2=C1N=CN2[C@H]1C[C@H](O)[C@@H](COP(O)(O)=O)O1
L-Citrulline	Citrulline	C00327	HMDB00904	N[C@@H](CCCNC(N)=O)C(O)=O
D-Pyroglutamic Acid	Pyrrolidonecarboxylic acid	C02237	HMDB00805	OC(=O)C1CCC(=O)N1
L-Pyroglutamic acid	Pyroglutamic acid	C01879	HMDB00267	OC(=O)[C@@H]1CCC(=O)N1
3-Hydroxy-3-methylglutaryl coenzyme A	3-Hydroxy-3-methylglutaryl-CoA	C00356	HMDB01375	C[C@](O)(CC(O)=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N
Isobutyrylglycine	Isobutyrylglycine		HMDB00730	CC(C)C(=O)NCC(O)=O
D-Serine	D-Serine	C00740	HMDB03406	N[C@H](CO)C(O)=O
L-Serine	L-Serine	C00065	HMDB00187	N[C@@H](CO)C(O)=O
3-Sulfopyruvic acid	3-Sulfopyruvic acid	C05528	HMDB04045	OC(=O)C(=O)CS(O)(=O)=O
3-Hydroxypropionic acid	Hydroxypropionic acid	C01013	HMDB00700	OCCC(O)=O
D-Glyceraldehyde	Glyceraldehyde	C00577	HMDB01051	OCC(O)C=O
L-Lactic acid	L-Lactic acid	C00186	HMDB00190	C[C@H](O)C(O)=O
D-Glycerol 1-phosphate	Glycerol 3-phosphate	C00093	HMDB00126	OC[C@@H](O)COP(O)(O)=O
L-alpha-Glycerophosphorylcholine	Glycerophosphocholine	C00670	HMDB00086	C[N+](C)(C)CCOP([O-])(=O)OC[C@@H](O)CO
4-Phenylbutanoic acid	Benzenebutanoic acid		HMDB00543	OC(=O)CCCC1=CC=CC=C1
Dodecanedioic acid	Dodecanedioic acid	C02678	HMDB00623	OC(=O)CCCCCCCCCCC(O)=O
3-Hydroxyanthranilic acid	3-Hydroxyanthranilic acid	C00632	HMDB01476	NC1=C(O)C=CC=C1C(O)=O
Uridine monophosphate	Uridine 5'-monophosphate	C00105	HMDB00288	O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP(O)(O)=O)N1C=CC(=O)NC1=O
L-Gulonic acid gamma-lactone	L-Gulonolactone	C01040	HMDB03466	[H][C@@]1(OC(=O)[C@@H](O)[C@H]1O)[C@@H](O)CO
6-Deoxy-L-galactonic acid	6-Deoxy-L-galactonic acid	C01720		C[C@@H]([C@H]([C@H]([C@@H](C(=O)O)O)O)O)O
Nalpha-Acetyl-L-lysine	N-Alpha-acetyllysine	C12989	HMDB00446	CC(=O)NC(CCCCN)C(O)=O
Ne-Acetyl-lysine	N6-Acetyl-L-lysine	C02727	HMDB00206	CC(=O)NCCCC[C@H](N)C(O)=O
2-Deoxycytidine 5-diphosphate	dCDP	C00705	HMDB01245	NC1=NC(=O)N(C=C1)[C@H]1C[C@H](O)[C@@H](COP(O)(=O)OP(O)(O)=O)O1
L-Valine	L-Valine	C00183	HMDB00883	CC(C)[C@H](N)C(O)=O
D-Glucuronic acid	D-Glucuronic acid	C00191	HMDB00127	O[C@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)C(O)=O
2-Deoxyguanosine 5-diphosphate	dGDP	C00361	HMDB00960	NC1=NC2=C(N=CN2[C@H]2C[C@H](O)[C@@H](COP(O)(=O)OP(O)(O)=O)O2)C(=O)N1
Adenosine diphosphate	ADP	C00008	HMDB01341	NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O
Thymidine monophosphate	5-Thymidylic acid	C00364	HMDB01227	CC1=CN([C@H]2C[C@H](O)[C@@H](COP(O)(O)=O)O2)C(=O)NC1=O
2-Deoxy-D-ribonic acid	2-Deoxyribonic acid		HMDB00366	OC[C@@H](O)[C@@H](O)CC(O)=O
Prostaglandin D2	Prostaglandin D2	C00696	HMDB01403	CCCCC[C@H](O)\C=C\[C@@H]1[C@@H](C\C=C/CCCC(O)=O)[C@@H](O)CC1=O
Prostaglandin E2	Prostaglandin E2	C00584	HMDB01220	CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1C\C=C/CCCC(O)=O
Prostaglandin I2	Prostaglandin I2	C01312	HMDB01335	CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)C[C@@H]2OC(C[C@H]12)=CCCCC(O)=O
Pyruvate	Pyruvic acid	C00022	HMDB00243	CC(=O)C(O)=O
L-Arginine	L-Arginine	C00062	HMDB00517	N[C@@H](CCCN=C(N)N)C(O)=O
L-Threonine	L-Threonine	C00188	HMDB00167	C[C@@H](O)[C@H](N)C(O)=O
"2,5-Dihydroxybenzoic acid"	Gentisic acid	C00628	HMDB00152	OC(=O)C1=CC(O)=CC=C1O
L-Arabitol	L-Arabitol	C00532	HMDB01851	OC[C@H](O)C(O)[C@@H](O)CO
L-Cysteic acid	Cysteic acid	C00506	HMDB02757	NC(CS(O)(=O)=O)C(O)=O
N-Acetyl-L-glutamic acid	N-Acetylglutamic acid	C00624	HMDB01138	CC(=O)NC(CCC(O)=O)C(O)=O
N-Acetyl-L-alanine	N-Acetyl-L-alanine		HMDB00766	C[C@H](NC(C)=O)C(O)=O
Propionylglycine	Propionylglycine		HMDB00783	CCC(=O)NCC(O)=O
AICAR	AICAR	C04677	HMDB01517	NC(=O)C1=C(N)N(C=N1)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O
Octanoic acid	Caprylic acid	C06423	HMDB00482	CCCCCCCC(O)=O
L-Methionine	L-Methionine	C00073	HMDB00696	CSCC[C@H](N)C(O)=O
2-Deoxyribose-5-phosphate	Deoxyribose 5-phosphate	C00673	HMDB01031	O[C@H]1C[C@H](O)[C@@H](COP(O)(O)=O)O1
D-3-Phosphoglyceric acid	(2R)-2-Hydroxy-3-(phosphonatooxy)propanoate	C00197	HMDB60180	O[C@H](COP(O)(O)=O)C(O)=O
D-Glutamic acid	D-Glutamic acid	C00217	HMDB03339	N[C@H](CCC(O)=O)C(O)=O
"2,3-Dihydroxypropanoic acid"	Glyceric acid	C00258	HMDB00139	OC[C@@H](O)C(O)=O
(R)-Hydroxyisobutyrate	(R)-3-Hydroxyisobutyric acid		HMDB00336	C[C@H](CO)C(O)=O
(S)-3-Hydroxybutyric acid	(S)-3-Hydroxybutyric acid	C03197	HMDB00442	C[C@H](O)CC(O)=O
(S)-Hydroxyisobutyrate	(S)-3-Hydroxyisobutyric acid	C06001	HMDB00023	C[C@@H](CO)C(O)=O
2-Hydroxybutanoic acid	2-Hydroxybutyric acid	C05984	HMDB00008	CCC(O)C(O)=O
3-Hydroxybutyric acid	(R)-3-Hydroxybutyric acid	C01089	HMDB00011	C[C@@H](O)CC(O)=O
Adenosine monophosphate	Adenosine monophosphate	C00020	HMDB00045	NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O
Cytidine 5-diphosphate	CDP	C00112	HMDB01546	NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](COP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O
L-Lysine	L-Lysine	C00047	HMDB00182	NCCCC[C@H](N)C(O)=O
"4,6-Dioxoheptanoic acid"	Succinylacetone		HMDB00635	CC(=O)CC(=O)CCC(O)=O
N-Acetyl-Asp-Glu	N-Acetylaspartylglutamic acid	C12270	HMDB01067	CC(=O)NC(CC(O)=O)C(=O)NC(CCC(O)=O)C(O)=O
2-Deoxyuridine 5-monophosphate	dUMP	C00365	HMDB01409	O[C@H]1C[C@@H](O[C@@H]1COP(O)(O)=O)N1C=CC(=O)NC1=O
N-Acetyl-D-glucosamine 1-phosphate	N-Acetyl-glucosamine 1-phosphate	 C04501	HMDB01367	CC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)OC1OP(O)(O)=O
Decanoic acid	Capric acid	C01571	HMDB00511	CCCCCCCCCC(O)=O
a-Methylbutyrylglycine	2-Methylbutyrylglycine		HMDB00339	CCC(C)C(=O)NCC(O)=O
N-Isovalerylglycine	Isovalerylglycine		HMDB00678	CC(C)CC(=O)NCC(O)=O
2-Deoxy-5-cytidylic acid	dCMP	 C00239	HMDB01202	NC1=NC(=O)N(C=C1)[C@H]1C[C@H](O)[C@@H](COP(O)(O)=O)O1
2-Ketobutyric acid	2-Ketobutyric acid	C00109	HMDB00005	CCC(=O)C(O)=O
Acetoacetate	Acetoacetic acid	C00164	HMDB00060	CC(=O)CC(O)=O
Phosphatidylcholine	Phosphatidylcholine	C00157		O=C(OCC(OC(=O)CC)COP([O-])(=O)OCC[N+](C)(C)C)CC
N-Acetyl-L-aspartate	N-Acetyl-L-aspartic acid	C01042	HMDB00812	CC(=O)N[C@@H](CC(O)=O)C(O)=O
Coenzyme A	Coenzyme A	C00010	HMDB01423	CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)C(O)C(=O)NCCC(=O)NCCS
2-(Hydroxymethyl)butanoic acid	2-Ethylhydracrylic acid		HMDB00396	CCC(CO)C(O)=O
Acetylamino-acetic acid	Acetylglycine		HMDB00532	CC(=O)NCC(O)=O
Cytidine 5-diphosphocholine	Citicoline	C00307	HMDB01413	C[N+](C)(C)CCOP([O-])(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=CC(N)=NC1=O
"Adenosine 3,5-diphosphate"	"Adenosine 3',5'-diphosphate"	C00054	HMDB00061	NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](OP(O)(O)=O)[C@H]1O
N-Acetyl-5-hydroxytryptamine	N-Acetylserotonin	C00978	HMDB01238	CC(=O)NCCC1=CNC2=C1C=C(O)C=C2
3-hydroxypentanedioic acid	3-Hydroxyglutaric acid		HMDB00428	OC(CC(O)=O)CC(O)=O
Citramalate	Citramalic acid	C00815	HMDB00426	CC(O)(CC(O)=O)C(O)=O
D-alpha-Hydroxyglutaric acid	D-2-Hydroxyglutaric acid	C01087	HMDB00606	O[C@H](CCC(O)=O)C(O)=O
D-Hydroxyglutaric acid	D-2-Hydroxyglutaric acid	C01087	HMDB00606	O[C@H](CCC(O)=O)C(O)=O
L-Hydroxyglutaric acid	L-2-Hydroxyglutaric acid	C03196	HMDB00694	O[C@@H](CCC(O)=O)C(O)=O
4-Pyridoxic acid	4-Pyridoxic acid	C00847	HMDB00017	CC1=NC=C(CO)C(C(O)=O)=C1O
3-Hydroxy-3-methylglutaric acid	3-Hydroxymethylglutaric acid	C03761	HMDB00355	CC(O)(CC(O)=O)CC(O)=O
DL-Mandelic acid	Mandelic acid	C01984	HMDB00703	O[C@H](C(O)=O)C1=CC=CC=C1
D-Saccharic acid	Glucaric acid	C00818	HMDB00663	O[C@@H]([C@H](O)[C@@H](O)C(O)=O)[C@H](O)C(O)=O
Pyridoxamine-5-phosphate	Pyridoxamine 5'-phosphate	C00647	HMDB01555	CC1=NC=C(COP(O)(O)=O)C(CN)=C1O
Glycolic acid	Glycolic acid	C00160	HMDB00115	OCC(O)=O
N-Formylanthranilic acid	Formylanthranilic acid	 C05653	HMDB04089	OC(=O)C1=CC=CC=C1NC=O
L-Tryptophan	L-Tryptophan	C00078	HMDB00929	N[C@@H](CC1=CNC2=CC=CC=C12)C(O)=O
6-Phosphogluconic acid	6-Phosphogluconic acid	 C00345	HMDB01316	O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)[C@@H](O)C(O)=O
D-Sedoheptulose 7-phosphate	D-Sedoheptulose 7-phosphate	C05382	HMDB01068	OCC1(O)O[C@H](COP(O)(O)=O)[C@@H](O)[C@@H](O)[C@@H]1O
"2,3-Pyridinedicarboxylic acid"	Quinolinic acid	C03722	HMDB00232	OC(=O)C1=CC=CN=C1C(O)=O
3-Ureidopropionic acid	Ureidopropionic acid	C02642	HMDB00026	NC(=O)NCCC(O)=O
L-Asparagine	L-Asparagine	C00152	HMDB00168	N[C@@H](CC(N)=O)C(O)=O
Hydroxypyruvate	Hydroxypyruvic acid	C00168	HMDB01352	OCC(=O)C(O)=O
Anserine	Anserine	C01262	HMDB00194	CN1C=NC=C1C[C@H](NC(=O)CCN)C(O)=O
CDP-ethanolamine	CDP-Ethanolamine	C00570	HMDB01564	NCCOP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=CC(N)=NC1=O
L-Cystine	L-Cystine	C00491	HMDB00192	N[C@@H](CSSC[C@H](N)C(O)=O)C(O)=O
D-Glucose	D-Glucose	C00031	HMDB00122	OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O
D-Mannose	D-Mannose	C00159	HMDB00169	OC[C@H]1OC(O)[C@@H](O)[C@@H](O)[C@@H]1O
Phosphoenolpyruvic acid	Phosphoenolpyruvic acid	 C00074	HMDB00263	OC(=O)C(=C)OP(O)(O)=O
D-Trehalose	Trehalose	C01083	HMDB00975	OC[C@H]1O[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
Galactinol	Galactinol	C01235	HMDB05826	OC[C@H]1O[C@H](OC2[C@H](O)[C@@H](O)C(O)[C@@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O
"3,5-Diiodo-L-tyrosine"	"3,5-Diiodo-L-tyrosine"	C01060	HMDB03474	N[C@@H](CC1=CC(I)=C(O)C(I)=C1)C(O)=O
"3,4-Dihydroxyphenylacetic acid"	"3,4-Dihydroxybenzeneacetic acid"	C01161	HMDB01336	OC(=O)CC1=CC=C(O)C(O)=C1
N-Acetyl-D-glucosamine 6-phosphate	N-Acetyl-D-Glucosamine 6-Phosphate	C00357	HMDB01062	CC(=O)N[C@H]1C(O)O[C@H](COP(O)(O)=O)[C@@H](O)[C@@H]1O
DL-5-Hydroxylysine	5-Hydroxylysine	C16741	HMDB00450	NC[C@H](O)CC[C@H](N)C(O)=O
Folinic acid	N5-Formyl-THF	C03479	HMDB01562	NC1=NC2=C(N(C=O)C(CNC3=CC=C(C=C3)C(=O)NC(CCC(O)=O)C(O)=O)CN2)C(=O)N1
Glutaconic acid	Glutaconic acid	C02214	HMDB00620	OC(=O)C\C=C\C(O)=O
Gamma-Glu-Cys	Gamma-Glutamylcysteine	C00669	HMDB01049	N[C@@H](CCC(=O)N[C@@H](CS)C(O)=O)C(O)=O
Methylmalonic acid	Methylmalonic acid	C02170	HMDB00202	CC(C(O)=O)C(O)=O
Succinic acid	Succinic acid	C00042	HMDB00254	OC(=O)CCC(O)=O
2-Deoxyguanosine 5-triphosphate	dGTP	C00286	HMDB01440	NC1=NC2=C(N=CN2[C@H]2C[C@H](O)[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O2)C(=O)N1
Adenosine triphosphate	Adenosine triphosphate	C00002	HMDB00538	NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O
Octanoyl coenzyme A	Octanoyl-CoA	C01944	HMDB01070	CCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12
"DL-3,4-Dihydroxyphenyl glycol"	"3,4-Dihydroxyphenylglycol"	C05576	HMDB00318	OCC(O)C1=CC(O)=C(O)C=C1
Glyoxylate	Glyoxylic acid	C00048	HMDB00119	OC(=O)C=O
Citric acid	Citric acid	C00158	HMDB00094	OC(=O)CC(O)(CC(O)=O)C(O)=O
DL-Isocitric acid	Isocitric acid	C00311	HMDB00193	OC(C(CC(O)=O)C(O)=O)C(O)=O
Folic acid	Folic acid	C00504	HMDB00121	NC1=NC(=O)C2=NC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)=CN=C2N1
"3,3-Dimethylacrylic acid"	Senecioic acid		HMDB00509	CC(C)=CC(O)=O
Phosphatidylethanolamine	Phosphatidylethanolamine	C00416		CCCCCC(=O)OC[C@H](CO[P@@](=O)(O)OCCN)OC(=O)CCCCC
D-Ribose 1-phosphate	Ribose 1-phosphate	C00620	HMDB01489	OC[C@H]1O[C@H](OP(O)(O)=O)[C@H](O)[C@@H]1O
D-Ribose 5-phosphate	D-Ribose 5-phosphate	C00117	HMDB01548	OC1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O
D-Xylulose 5-phosphate	Xylulose 5-phosphate	C00231	HMDB00868	OCC(=O)[C@@H](O)[C@H](O)COP(O)(O)=O
Orotic acid	Orotic acid	C00295	HMDB00226	OC(=O)C1=CC(=O)NC(=O)N1
Uridine 5-diphosphogalactose	Uridine diphosphategalactose	C00052	HMDB00302	OC[C@H]1O[C@H](O[P@@](O)(=O)O[P@@](O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=CC(=O)NC2=O)[C@H](O)[C@@H](O)[C@H]1O
O-Phospho-L-serine	Phosphoserine	C01005	HMDB00272	N[C@@H](COP(O)(O)=O)C(O)=O
5-Methyltetrahydrofolic acid	5-Methyltetrahydrofolic acid	C00440	HMDB01396	CN1C(CNC2=CC=C(C=C2)C(=O)N[C@H](CCC(O)=O)C(O)=O)CNC2=C1C(=O)NC(N)=N2
2-Hydroxyphenylacetic acid	Ortho-Hydroxyphenylacetic acid	C05852	HMDB00669	OC(=O)CC1=CC=CC=C1O
4-Hydroxyphenylacetic acid	p-Hydroxyphenylacetic acid	C00642	HMDB00020	OC(=O)CC1=CC=C(O)C=C1
Deoxyadenosine diphosphate	dADP	 C00206	HMDB01508	NC1=NC=NC2=C1N=CN2C1C[C@H](O)[C@@H](COP(O)(=O)OP(O)(O)=O)O1
Cadaverine	Cadaverine	C01672	HMDB02322	NCCCCCN
DL-4-Hydroxy-3-methoxymandelic acid	Vanillylmandelic acid	C05584	HMDB00291	COC1=C(O)C=CC(=C1)[C@H](O)C(O)=O
Riboflavin 5-monophosphate	Flavin Mononucleotide	C00061	HMDB01520	CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(O)(O)=O)C1=NC(=O)NC(=O)C1=N2
Succinyl coenzyme A	Succinyl-CoA	C00091	HMDB01022	CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)C(O)C(=O)NCCC(=O)NCCSC(=O)CCC(O)=O
3-methyl-2-oxobutyrate	Alpha-ketoisovaleric acid	C00141	HMDB00019	CC(C)C(=O)C(O)=O
1-Methyl-L-histidine	1-Methylhistidine	C01152	HMDB00001	CN1C=NC(C[C@H](N)C(O)=O)=C1
NADP	NADP	C00006	HMDB00217	NC(=O)C1=C[N+](=CC=C1)[C@@H]1O[C@H](CO[P@](O)(=O)O[P@](O)(=O)OC[C@H]2O[C@H]([C@H](OP(O)(O)=O)[C@@H]2O)N2C=NC3=C(N)N=CN=C23)[C@@H](O)[C@H]1O
3-Furoic acid	3-Furoic acid		HMDB00444	OC(=O)C1=COC=C1
Thiamine pyrophosphate	Thiamine pyrophosphate	C00068	HMDB01372	CC1=C(CCO[P@](O)(=O)OP(O)(O)=O)SC=[N+]1CC1=CN=C(C)N=C1N
Maleic acid	Maleic acid	C01384	HMDB00176	OC(=O)\C=C/C(O)=O
CDP-Glycerol	CDP-glycerol	C00513	HMDB59599	OCC(O)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=CC(=N)N=C1O
Stachyose	Stachyose	C01613	HMDB03553	OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO[C@H]3O[C@H](CO[C@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O)[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
3-Phosphoadenosine 5-phosphosulfate	Phosphoadenosine phosphosulfate	C00053	HMDB01134	NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OS(O)(=O)=O)[C@@H](OP(O)(O)=O)[C@H]1O
"2,3-Dihydroxypropyl hexopyranoside"	Galactosylglycerol	C05401	HMDB06790	OCC(O)CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O
Phenethylamine	Phenylethylamine	C05332	HMDB12275	NCCC1=CC=CC=C1
4-Pyridoxic acid	4-Pyridoxic acid	C00847	HMDB00017	CC1=NC=C(CO)C(C(O)=O)=C1O
D-Glucose	D-Glucose	C00031	HMDB00122	OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O
D-Mannose	D-Mannose	C00159	HMDB00169	OC[C@H]1OC(O)[C@@H](O)[C@@H](O)[C@@H]1O
Epinephrine	Epinephrine	C00788	HMDB00068	CNC[C@H](O)C1=CC=C(O)C(O)=C1
L-alpha-Glycerophosphorylcholine	Glycerophosphocholine	C00670	HMDB00086	C[N+](C)(C)CCOP([O-])(=O)OC[C@@H](O)CO
Tyramine	Tyramine	C00483	HMDB00306	NCCC1=CC=C(O)C=C1
Propionyl coenzyme A	Propionyl-CoA	C00100	HMDB01275	CCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N
Norepinephrine	Norepinephrine	C00547	HMDB00216	NC[C@H](O)C1=CC(O)=C(O)C=C1
Pyridoxine	Pyridoxine	C00314	HMDB00239	CC1=NC=C(CO)C(CO)=C1O
Nicotinamide	Niacinamide	C00153	HMDB01406	NC(=O)C1=CN=CC=C1
