Metabolite	Query_protein	Protein_name	Gene_ID	Uniprot_ID	Protein_complex	log2_abundance	log2_abundance_corrected	met_mean	met_sd	p_value	q_value	Common_metabolite_name	MIDAS_ID	Pool	Screened_concentration_µM	KEGG_ID	HMDB_ID	SMILES_metabolite	KEGG_pathway_association
D-Galactose	IDH3a2bg	"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial; Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial; Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial"	IDH3A; IDH3B; IDH3G	P50213; O43837; P51553	A2BG	-0.408628397	0.709337431	-0.012304981	0.089579595	7.89E-16	9.31E-14	D-Galactose	G_8	1	50	C00124	HMDB00143	OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1O	Galactose metabolism;Carbohydrate digestion and absorption;Mineral absorption
Myo-Inositol	IDH3a2bg	"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial; Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial; Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial"	IDH3A; IDH3B; IDH3G	P50213; O43837; P51553	A2BG	-0.408628397	0.709337431	-0.012304981	0.089579595	7.89E-16	9.31E-14	Myoinositol	I_2	1	50	C00137	HMDB00211	O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@@H]1O	Galactose metabolism;Ascorbate and aldarate metabolism;Inositol phosphate metabolism;ABC transporters;Phosphatidylinositol signaling system
2-Deoxy-5-cytidylic acid	IDH3a2bg	"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial; Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial; Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial"	IDH3A; IDH3B; IDH3G	P50213; O43837; P51553	A2BG	-1.09504482	-0.997201972	-0.035606796	0.124786431	1.30E-14	1.42E-12	dCMP	20C_75	4	50	 C00239	HMDB01202	NC1=NC(=O)N(C=C1)[C@H]1C[C@H](O)[C@@H](COP(O)(O)=O)O1	Pyrimidine metabolism
Nalpha-Acetyl-L-lysine	IDH3a2bg	"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial; Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial; Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial"	IDH3A; IDH3B; IDH3G	P50213; O43837; P51553	A2BG	-0.128747	0.183408599	-0.02207363	0.029102238	1.66E-12	1.53E-10	N-Alpha-acetyllysine	CNC_167	3	50	C12989	HMDB00446	CC(=O)NC(CCCCN)C(O)=O	
Ne-Acetyl-lysine	IDH3a2bg	"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial; Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial; Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial"	IDH3A; IDH3B; IDH3G	P50213; O43837; P51553	A2BG	-0.128747	0.183408599	-0.02207363	0.029102238	1.66E-12	1.53E-10	N6-Acetyl-L-lysine	CNC_164	3	50	C02727	HMDB00206	CC(=O)NCCCC[C@H](N)C(O)=O	Lysine degradation
a-Methylbutyrylglycine	IDH3a2bg	"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial; Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial; Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial"	IDH3A; IDH3B; IDH3G	P50213; O43837; P51553	A2BG	-0.091253427	0.223758189	-0.013298184	0.034987654	1.24E-11	1.05E-09	2-Methylbutyrylglycine	CNC_106	3	50		HMDB00339	CCC(C)C(=O)NCC(O)=O	
N-Isovalerylglycine	IDH3a2bg	"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial; Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial; Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial"	IDH3A; IDH3B; IDH3G	P50213; O43837; P51553	A2BG	-0.091253427	0.223758189	-0.013298184	0.034987654	1.24E-11	1.05E-09	Isovalerylglycine	CNC_117	3	50		HMDB00678	CC(C)CC(=O)NCC(O)=O	
2-Methylglutaric acid	IDH3a2bg	"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial; Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial; Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial"	IDH3A; IDH3B; IDH3G	P50213; O43837; P51553	A2BG	-0.191960421	0.205498114	-0.023224936	0.034684983	4.27E-11	3.41E-09	2-Methylglutaric acid	CNC_122	3	50		HMDB00422	CC(CCC(O)=O)C(O)=O	
3-Methylglutaric acid	IDH3a2bg	"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial; Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial; Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial"	IDH3A; IDH3B; IDH3G	P50213; O43837; P51553	A2BG	-0.191960421	0.205498114	-0.023224936	0.034684983	4.27E-11	3.41E-09	Methylglutaric acid	CNC_6	3	50		HMDB00752	CC(CC(O)=O)CC(O)=O	
Ketoglutaric acid	IDH3a2bg	"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial; Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial; Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial"	IDH3A; IDH3B; IDH3G	P50213; O43837; P51553	A2BG	-1.614111894	-1.420336514	-0.037213897	0.225500822	8.59E-10	5.87E-08	Oxoglutaric acid	4C_38	4	50	C00026	HMDB00208	OC(=O)CCC(=O)C(O)=O	"Citrate cycle (TCA cycle);Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism;Arginine biosynthesis;Alanine, aspartate and glutamate metabolism;Lysine degradation;Histidine metabolism;Taurine and hypotaurine metabolism;D-Glutamine and D-glutamate metabolism;Glyoxylate and dicarboxylate metabolism;Butanoate metabolism;Carbon metabolism;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids;HIF-1 signaling pathway;GABAergic synapse;Glucagon signaling pathway;Proximal tubule bicarbonate reclamation;Bile secretion;Central carbon metabolism in cancer"
Betaine aldehyde hydrate	IDH3a2bg	"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial; Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial; Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial"	IDH3A; IDH3B; IDH3G	P50213; O43837; P51553	A2BG	-0.983832042	0.681124148	-0.040551972	0.121248434	2.65E-09	1.70E-07	Betaine aldehyde	4C_42_R_hydrate	1	25	C07345		C[N+](C)(C)CC(O)O	
2-Deoxyguanosine 5-diphosphate	IDH3a2bg	"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial; Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial; Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial"	IDH3A; IDH3B; IDH3G	P50213; O43837; P51553	A2BG	0.396708322	0.827922003	-0.042752604	0.147577394	3.64E-09	2.29E-07	dGDP	CNC_76	2	50	C00361	HMDB00960	NC1=NC2=C(N=CN2[C@H]2C[C@H](O)[C@@H](COP(O)(=O)OP(O)(O)=O)O2)C(=O)N1	Purine metabolism
Adenosine diphosphate	IDH3a2bg	"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial; Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial; Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial"	IDH3A; IDH3B; IDH3G	P50213; O43837; P51553	A2BG	0.396708322	0.827922003	-0.042752604	0.147577394	3.64E-09	2.29E-07	ADP	20C_18	2	50	C00008	HMDB01341	NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O	Oxidative phosphorylation;Purine metabolism;FoxO signaling pathway;Neuroactive ligand-receptor interaction;Lysosome;AMPK signaling pathway;Platelet activation;Thermogenesis;Taste transduction;Renin secretion;Parkinson disease
Hippuric acid	IDH3a2bg	"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial; Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial; Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial"	IDH3A; IDH3B; IDH3G	P50213; O43837; P51553	A2BG	-1.782028473	-0.507202615	0.017823145	0.089881866	5.18E-09	3.21E-07	Hippuric acid	CNC_132	1	50	C01586	HMDB00714	OC(=O)CNC(=O)C1=CC=CC=C1	Phenylalanine metabolism
Phenethylamine	IDH3a2bg	"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial; Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial; Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial"	IDH3A; IDH3B; IDH3G	P50213; O43837; P51553	A2BG	-1.601813277	-0.570274828	-0.019220438	0.096276089	1.04E-08	6.17E-07	Phenylethylamine	Base_4	1	50	C05332	HMDB12275	NCCC1=CC=CC=C1	Phenylalanine metabolism
Isovaleric acid	IDH3a2bg	"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial; Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial; Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial"	IDH3A; IDH3B; IDH3G	P50213; O43837; P51553	A2BG	-0.170264658	0.21165506	-0.025779926	0.041870822	1.42E-08	8.30E-07	Isovaleric acid	CNC_115	3	50	C08262	HMDB00718	CC(C)CC(O)=O	Protein digestion and absorption
4-Imidazoleacetic acid	IDH3a2bg	"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial; Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial; Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial"	IDH3A; IDH3B; IDH3G	P50213; O43837; P51553	A2BG	-1.272223499	-0.200802737	0.001898074	0.035822545	1.53E-08	8.88E-07	Imidazoleacetic acid	I_7	1	50	C02835	HMDB02024	OC(=O)CC1=CN=CN1	Histidine metabolism
L-Arginine	IDH3a2bg	"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial; Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial; Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial"	IDH3A; IDH3B; IDH3G	P50213; O43837; P51553	A2BG	-0.591044546	-0.24785895	-0.020450941	0.040359493	1.76E-08	1.01E-06	L-Arginine	A_15	3	50	C00062	HMDB00517	N[C@@H](CCCN=C(N)N)C(O)=O	Arginine biosynthesis;Arginine and proline metabolism;D-Arginine and D-ornithine metabolism;Aminoacyl-tRNA biosynthesis;Biosynthesis of amino acids;ABC transporters;mTOR signaling pathway;Protein digestion and absorption;Amyotrophic lateral sclerosis (ALS);Chagas disease (American trypanosomiasis);Amoebiasis;Central carbon metabolism in cancer
2-Deoxyribose-5-phosphate	IDH3a2bg	"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial; Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial; Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial"	IDH3A; IDH3B; IDH3G	P50213; O43837; P51553	A2BG	0.617166455	0.790210613	-0.023386246	0.145929409	2.47E-08	1.38E-06	Deoxyribose 5-phosphate	20C_44	4	50	C00673	HMDB01031	O[C@H]1C[C@H](O)[C@@H](COP(O)(O)=O)O1	Pentose phosphate pathway
D-Pyroglutamic Acid	IDH3a2bg	"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial; Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial; Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial"	IDH3A; IDH3B; IDH3G	P50213; O43837; P51553	A2BG	-0.156078274	0.186484503	-0.018848796	0.037785507	5.50E-08	2.90E-06	Pyrrolidonecarboxylic acid	CNC_29	3	50	C02237	HMDB00805	OC(=O)C1CCC(=O)N1	D-Glutamine and D-glutamate metabolism
L-Pyroglutamic acid	IDH3a2bg	"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial; Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial; Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial"	IDH3A; IDH3B; IDH3G	P50213; O43837; P51553	A2BG	-0.156078274	0.186484503	-0.018848796	0.037785507	5.50E-08	2.90E-06	Pyroglutamic acid	P_9	3	50	C01879	HMDB00267	OC(=O)[C@@H]1CCC(=O)N1	Glutathione metabolism
N-Hexanoyl-glycine	IDH3a2bg	"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial; Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial; Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial"	IDH3A; IDH3B; IDH3G	P50213; O43837; P51553	A2BG	-0.072921164	0.201383484	-0.015718043	0.039959941	5.54E-08	2.92E-06	Hexanoylglycine	CNC_110	3	50		HMDB00701	CCCCCC(=O)NCC(O)=O	
D-Glucose	IDH3a2bg	"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial; Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial; Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial"	IDH3A; IDH3B; IDH3G	P50213; O43837; P51553	A2BG	-0.179761077	0.615651315	0.007834408	0.112334065	6.27E-08	3.27E-06	D-Glucose	G_1	2	50	C00031	HMDB00122	OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O	"Glycolysis / Gluconeogenesis;Pentose phosphate pathway;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Neomycin, kanamycin and gentamicin biosynthesis;ABC transporters;HIF-1 signaling pathway;FoxO signaling pathway;AMPK signaling pathway;Taste transduction;Insulin signaling pathway;Insulin secretion;Prolactin signaling pathway;Glucagon signaling pathway;Type II diabetes mellitus;Insulin resistance;Non-alcoholic fatty liver disease (NAFLD);AGE-RAGE signaling pathway in diabetic complications;Carbohydrate digestion and absorption;Bile secretion;Mineral absorption;Central carbon metabolism in cancer"
D-Mannose	IDH3a2bg	"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial; Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial; Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial"	IDH3A; IDH3B; IDH3G	P50213; O43837; P51553	A2BG	-0.179761077	0.615651315	0.007834408	0.112334065	6.27E-08	3.27E-06	D-Mannose	M_2	2	50	C00159	HMDB00169	OC[C@H]1OC(O)[C@@H](O)[C@@H](O)[C@@H]1O	Fructose and mannose metabolism;Galactose metabolism;Amino sugar and nucleotide sugar metabolism;ABC transporters;Lysosome;C-type lectin receptor signaling pathway
L-Glutamic acid	IDH3a2bg	"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial; Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial; Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial"	IDH3A; IDH3B; IDH3G	P50213; O43837; P51553	A2BG	-1.365908182	-0.351207942	-0.010662512	0.063386645	7.76E-08	3.99E-06	L-Glutamic acid	G_12	1	50	C00025	HMDB00148	N[C@@H](CCC(O)=O)C(O)=O	"Arginine biosynthesis;Alanine, aspartate and glutamate metabolism;Arginine and proline metabolism;Histidine metabolism;Taurine and hypotaurine metabolism;D-Glutamine and D-glutamate metabolism;Glutathione metabolism;Neomycin, kanamycin and gentamicin biosynthesis;Glyoxylate and dicarboxylate metabolism;Butanoate metabolism;Porphyrin and chlorophyll metabolism;Nitrogen metabolism;Aminoacyl-tRNA biosynthesis;Carbon metabolism;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids;ABC transporters;FoxO signaling pathway;Phospholipase D signaling pathway;Neuroactive ligand-receptor interaction;Ferroptosis;Gap junction;Circadian entrainment;Long-term potentiation;Synaptic vesicle cycle;Retrograde endocannabinoid signaling;Glutamatergic synapse;GABAergic synapse;Long-term depression;Taste transduction;Proximal tubule bicarbonate reclamation;Protein digestion and absorption;Amyotrophic lateral sclerosis (ALS);Huntington disease;Spinocerebellar ataxia;Cocaine addiction;Amphetamine addiction;Nicotine addiction;Alcoholism;Central carbon metabolism in cancer"
Dulcitol	IDH3a2bg	"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial; Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial; Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial"	IDH3A; IDH3B; IDH3G	P50213; O43837; P51553	A2BG	-0.35730155	0.641875473	0.008998545	0.118273124	8.75E-08	4.46E-06	Galactitol	D_2	1	50	C01697	HMDB00107	OC[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO	Galactose metabolism
Cis-4-Hydroxy-D-proline	IDH3a2bg	"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial; Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial; Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial"	IDH3A; IDH3B; IDH3G	P50213; O43837; P51553	A2BG	-1.383374508	-0.231877763	-0.010113885	0.041630346	9.99E-08	5.06E-06	cis-4-Hydroxy-D-proline	H_5	1	50	C03440	HMDB60460	O[C@H]1CN[C@H](C1)C(O)=O	Arginine and proline metabolism
Trans-4-Hydroxy-L-proline	IDH3a2bg	"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial; Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial; Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial"	IDH3A; IDH3B; IDH3G	P50213; O43837; P51553	A2BG	-1.383374508	-0.231877763	-0.010113885	0.041630346	9.99E-08	5.06E-06	4-Hydroxyproline	H_4	1	50	C01157	HMDB00725	O[C@H]1CN[C@@H](C1)C(O)=O	Arginine and proline metabolism;ABC transporters
Nicotinamide adenine dinucleotide	IDH3a2bg	"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial; Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial; Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial"	IDH3A; IDH3B; IDH3G	P50213; O43837; P51553	A2BG	0.49919184	0.917272391	-0.013465114	0.175478292	1.13E-07	5.70E-06	NAD	20C_70	2	50	 C00003	HMDB00902	NC(=O)C1=C[N+](=CC=C1)[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C2N=CN=C3N)[C@@H](O)[C@H]1O	Oxidative phosphorylation;Thiamine metabolism;Nicotinate and nicotinamide metabolism;Drug metabolism - other enzymes;AMPK signaling pathway;Longevity regulating pathway;Aldosterone synthesis and secretion;Vitamin digestion and absorption
D-Proline	IDH3a2bg	"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial; Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial; Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial"	IDH3A; IDH3B; IDH3G	P50213; O43837; P51553	A2BG	-1.502022436	-0.260573086	-0.013890305	0.048344824	3.35E-07	1.55E-05	D-Proline	P_5	1	50	C00763	HMDB03411	OC(=O)[C@H]1CCCN1	Arginine and proline metabolism
L-Proline	IDH3a2bg	"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial; Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial; Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial"	IDH3A; IDH3B; IDH3G	P50213; O43837; P51553	A2BG	-1.502022436	-0.260573086	-0.013890305	0.048344824	3.35E-07	1.55E-05	L-Proline	P_4	1	50	C00148	HMDB00162	OC(=O)[C@@H]1CCCN1	Arginine and proline metabolism;Aminoacyl-tRNA biosynthesis;Biosynthesis of amino acids;ABC transporters;Protein digestion and absorption;Mineral absorption;Central carbon metabolism in cancer
2-Hydroxyphenylacetic acid	IDH3a2bg	"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial; Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial; Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial"	IDH3A; IDH3B; IDH3G	P50213; O43837; P51553	A2BG	0.111189587	0.337019039	-0.009495731	0.068651494	4.48E-07	2.00E-05	Ortho-Hydroxyphenylacetic acid	H_12	3	50	C05852	HMDB00669	OC(=O)CC1=CC=CC=C1O	Phenylalanine metabolism
4-Hydroxyphenylacetic acid	IDH3a2bg	"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial; Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial; Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial"	IDH3A; IDH3B; IDH3G	P50213; O43837; P51553	A2BG	0.111189587	0.337019039	-0.009495731	0.068651494	4.48E-07	2.00E-05	p-Hydroxyphenylacetic acid	H_8	3	50	C00642	HMDB00020	OC(=O)CC1=CC=C(O)C=C1	Tyrosine metabolism;Phenylalanine metabolism
5-Methyltetrahydrofolic acid	IDH3a2bg	"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial; Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial; Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial"	IDH3A; IDH3B; IDH3G	P50213; O43837; P51553	A2BG	-0.666011239	-0.596362515	0.009340386	0.121132113	5.72E-07	2.50E-05	5-Methyltetrahydrofolic acid	20C_48	4	50	C00440	HMDB01396	CN1C(CNC2=CC=C(C=C2)C(=O)N[C@H](CCC(O)=O)C(O)=O)CNC2=C1C(=O)NC(N)=N2	One carbon pool by folate;Carbon metabolism;Antifolate resistance
L-Kynurenine	IDH3a2bg	"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial; Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial; Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial"	IDH3A; IDH3B; IDH3G	P50213; O43837; P51553	A2BG	-1.168344646	-0.276026259	0.025145546	0.0654209	4.15E-06	0.000153051	L-Kynurenine	CNC_165	1	50	C00328	HMDB00684	N[C@@H](CC(=O)C1=CC=CC=C1N)C(O)=O	Tryptophan metabolism;African trypanosomiasis
Homocitrulline	IDH3a2bg	"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial; Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial; Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial"	IDH3A; IDH3B; IDH3G	P50213; O43837; P51553	A2BG	-1.224642185	-0.352417861	0.005833691	0.078377223	4.86E-06	0.000176899	Homocitrulline	CNC_125	1	50	C02427	HMDB00679	N[C@@H](CCCCNC(N)=O)C(O)=O	
3-Phosphoadenosine 5-phosphosulfate	IDH3a2bg	"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial; Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial; Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial"	IDH3A; IDH3B; IDH3G	P50213; O43837; P51553	A2BG	0.33599868	0.60033422	-0.025817807	0.137754292	5.48E-06	0.000197881	Phosphoadenosine phosphosulfate	70C_1	4	50	C00053	HMDB01134	NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OS(O)(=O)=O)[C@@H](OP(O)(O)=O)[C@H]1O	Purine metabolism;Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate;Glycosaminoglycan biosynthesis - heparan sulfate / heparin;Sulfur metabolism
L-a-Aspartyl-L-phenylalanine	IDH3a2bg	"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial; Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial; Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial"	IDH3A; IDH3B; IDH3G	P50213; O43837; P51553	A2BG	-0.154781378	0.578097137	0.096912909	0.109949543	1.21E-05	0.000402471	Aspartylphenylalanine	CNC_112	3	50		HMDB00706	N[C@@H](CC(O)=O)C(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O	
N-Acetyl-L-aspartate	IDH3a2bg	"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial; Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial; Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial"	IDH3A; IDH3B; IDH3G	P50213; O43837; P51553	A2BG	-0.916904919	-0.768607941	-0.011917616	0.175150196	1.56E-05	0.000504762	N-Acetyl-L-aspartic acid	A_13	4	50	C01042	HMDB00812	CC(=O)N[C@@H](CC(O)=O)C(O)=O	"Alanine, aspartate and glutamate metabolism"
3-Ureidopropionic acid	IDH3a2bg	"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial; Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial; Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial"	IDH3A; IDH3B; IDH3G	P50213; O43837; P51553	A2BG	-1.427208397	-0.292356895	-0.003816023	0.066826531	1.58E-05	0.000509168	Ureidopropionic acid	U_6	1	50	C02642	HMDB00026	NC(=O)NCCC(O)=O	Pyrimidine metabolism;beta-Alanine metabolism;Pantothenate and CoA biosynthesis
L-Asparagine	IDH3a2bg	"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial; Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial; Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial"	IDH3A; IDH3B; IDH3G	P50213; O43837; P51553	A2BG	-1.427208397	-0.292356895	-0.003816023	0.066826531	1.58E-05	0.000509168	L-Asparagine	A_11	1	50	C00152	HMDB00168	N[C@@H](CC(N)=O)C(O)=O	"Alanine, aspartate and glutamate metabolism;Aminoacyl-tRNA biosynthesis;Biosynthesis of amino acids;Protein digestion and absorption;Mineral absorption;Central carbon metabolism in cancer"
3-Methoxytyramine	IDH3a2bg	"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial; Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial; Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial"	IDH3A; IDH3B; IDH3G	P50213; O43837; P51553	A2BG	-1.218110392	-0.528607651	-0.012874971	0.120280022	1.80E-05	0.000577644	3-Methoxytyramine	CNC_16	1	50	C05587	HMDB00022	COC1=C(O)C=CC(CCN)=C1	Tyrosine metabolism;Dopaminergic synapse
Glucono delta-lactone	IDH3a2bg	"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial; Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial; Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial"	IDH3A; IDH3B; IDH3G	P50213; O43837; P51553	A2BG	-0.873703824	0.36794311	0.001458474	0.085814864	1.95E-05	0.000615875	Gluconolactone	G_4	1	50	C00198	HMDB00150	OC[C@H]1OC(=O)[C@H](O)[C@@H](O)[C@@H]1O	Pentose phosphate pathway;Carbon metabolism
D-Glucuronic acid	IDH3a2bg	"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial; Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial; Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial"	IDH3A; IDH3B; IDH3G	P50213; O43837; P51553	A2BG	-0.249442575	0.117965568	-0.022860627	0.033262059	2.30E-05	0.000712088	D-Glucuronic acid	G_7	3	50	C00191	HMDB00127	O[C@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)C(O)=O	Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism;Amino sugar and nucleotide sugar metabolism;Inositol phosphate metabolism
3-Hydroxy-DL-kynurenine	IDH3a2bg	"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial; Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial; Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial"	IDH3A; IDH3B; IDH3G	P50213; O43837; P51553	A2BG	-1.093181351	-0.428424883	0.049506138	0.115549163	3.53E-05	0.001045136	Hydroxykynurenine	CNC_179	1	50	C02794	HMDB00732	NC(CC(=O)C1=C(N)C(O)=CC=C1)C(O)=O	
