metabolite	query_protein	log2_abundance	log2_abundance_corrected	met_mean	met_sd	p_value	q_value
L-Methionine	IDH2	0.060526457	0.233743596	-0.03554105	0.120918282	0.025947477	0.22942308
PIP2	IDH2	-1.805121413	-0.523332161	0.005530106	0.238583771	0.026645427	0.234234087
Acetylamino-acetic acid	IDH2	0.168132062	0.336068308	-0.035190837	0.167865876	0.026991443	0.236128806
Decanoic acid	IDH2	-0.284926272	-0.39258153	-0.038527233	0.161403467	0.028264334	0.243503167
2-Deoxyadenosine 5-triphosphate	IDH2	-0.7989419	0.41399086	0.026175777	0.183865159	0.034924182	0.282248286
6-Deoxy-L-galactonic acid	IDH2	0.233426818	0.30252262	-0.006008924	0.147980147	0.037073632	0.294591511
Guanidineacetic acid	IDH2	-0.36581739	-0.127204102	0.012261632	0.066980194	0.037324787	0.296027324
L-Fucose	IDH2	-0.193834131	0.332527042	0.005292073	0.159500209	0.040205906	0.311470125
5-Methyluridine	IDH2	-0.449534555	-0.118391898	0.01284479	0.064131975	0.04072161	0.314192448
Cytidine	IDH2	-0.379394836	-0.281020471	0.046546105	0.162170196	0.043394403	0.327786659
Succinyl coenzyme A	IDH2	-0.61088137	-0.393354895	-0.024415354	0.182650388	0.043391476	0.327786659
O-Acetyl-L-carnitine	IDH2	-0.302752735	0.181268338	-0.005564479	0.093607238	0.04594233	0.339860515
"3,3-Dimethylacrylic acid"	IDH2	0.038857468	0.249548504	-0.017727901	0.136963319	0.051004114	0.363873198
2-Hydroxybutyric acid;(S)-3-Hydroxybutyric acid;(R)-3-Hydroxybutyric acid;(R)-3-Hydroxyisobutyric acid;(S)-3-Hydroxyisobutyric acid	IDH2	0.084473747	0.226682166	-0.006596683	0.121434522	0.054728455	0.381656562
Homocitrulline	IDH2	-0.434250224	-0.153435365	0.00411859	0.082482521	0.056113953	0.388003641
Glycolic acid	IDH2	0.126427532	0.137716723	-0.008640437	0.077953334	0.060449991	0.405740903
Acetyl coenzyme A	IDH2	-0.066830489	0.543338638	-0.042634952	0.31225809	0.060577305	0.405989862
D-Glyceraldehyde;L-Lactic acid;3-Hydroxypropionic acid	IDH2	0.052270942	0.075906109	-0.008518641	0.045050601	0.06093066	0.407379067
Isovaleric acid	IDH2	-0.001643653	0.057692812	-0.027956174	0.046568335	0.065884181	0.427143151
2-Deoxyuridine	IDH2	-0.066783917	0.288022609	0.01959098	0.148422965	0.070519606	0.445323081
NAD	IDH2	-0.65684964	-0.272011	0.010717965	0.15815023	0.073820544	0.458060709
L-Glutamine;D-Glutamine;Ureidoisobutyric acid	IDH2	-0.423010637	-0.154024375	-0.009005125	0.083472381	0.082328563	0.488678344
D-Cellobiose	IDH2	0.021048864	0.086001253	-0.026217064	0.065007007	0.084302529	0.49479316
Carnitine	IDH2	-0.311175929	0.131200592	-0.007048163	0.081160503	0.088493342	0.509165724
Tyramine	IDH2	-0.401675059	-0.211495998	-0.017590717	0.114612952	0.090678975	0.517186213
Phosphoenolpyruvic acid	IDH2	-0.922551211	0.214139079	-0.017172522	0.13856366	0.095047528	0.531613288
D-Ribose;D-Xylulose	IDH2	-0.247472789	0.233165973	-0.003018731	0.142186996	0.096696352	0.536887341
D-Glucose;D-Mannose	IDH2	-0.150643287	0.230312644	0.01020838	0.133929229	0.100292527	0.548083572
N-Acetyl-L-alanine;Propionylglycine	IDH2	0.04784349	0.22739894	-0.023822728	0.153202458	0.101046383	0.550321544
D-Gluconic acid	IDH2	0.012130937	0.058030276	-0.025905813	0.051294755	0.101766694	0.552472918
Glycerol 3-phosphate	IDH2	-0.162981542	-0.083212542	0.00173588	0.051938852	0.101934476	0.5530102
Crotonoyl coenzyme A	IDH2	-3.668792142	-1.648205162	0.114707451	1.08210184	0.103280017	0.557127769
O-Phospho-L-serine	IDH2	-0.18679454	0.216944775	-0.026806977	0.150476943	0.105262109	0.563010129
"2,3-Pyridinedicarboxylic acid"	IDH2	-0.159015895	0.251826975	-0.045140815	0.18439747	0.107293874	0.568201665
Phosphocreatine	IDH2	-0.244219202	0.203552867	0.01486724	0.117247478	0.107552138	0.568541058
Uridine monophosphate	IDH2	0.162416231	0.161304418	0.044113816	0.074492214	0.115674221	0.591295451
Phenylpyruvate	IDH2	-0.223686459	-0.184554061	-0.008375578	0.112234762	0.116477504	0.593317261
Biotin	IDH2	-0.415257479	-0.116815791	0.011431927	0.081982098	0.117738195	0.596387686
Maleic acid	IDH2	-0.114011432	0.163632165	-0.014783529	0.114132651	0.117998278	0.597033008
2-Ethylhydracrylic acid	IDH2	0.10013253	0.199975139	-0.010300077	0.134600301	0.118236287	0.597576568
Thymidine	IDH2	-0.116209177	0.260046992	-0.010229264	0.17340618	0.11908373	0.600024919
PIP3	IDH2	-2.75228766	-0.388391345	0.008624853	0.254811349	0.119214535	0.600405302
Riboflavin	IDH2	-0.27379751	-0.282513577	0.029981275	0.200590888	0.119263684	0.600562454
L-Arabitol;2-Deoxy-D-ribonic acid	IDH2	0.035480551	0.159086774	-0.021824492	0.116615186	0.120817218	0.604122367
Uridine	IDH2	-0.148778519	0.303616658	0.05460225	0.164084549	0.129115735	0.625066169
L-Histidine	IDH2	-0.392819312	-0.118132432	-0.006492698	0.074322629	0.133072282	0.634004505
Ascorbate	IDH2	0.094620198	0.360837402	-0.078064094	0.292656654	0.133688313	0.635599835
L-Threonine	IDH2	0.037416343	0.060735054	-0.023019779	0.05626318	0.136585882	0.643130696
Uracil	IDH2	-0.21243094	0.2110054	0.031905555	0.120795089	0.13816081	0.646800195
Isovaleryl coenzyme A	IDH2	-0.482119127	0.394304273	0.031215796	0.247727177	0.142735806	0.657020543
D-Sorbitol	IDH2	-0.212024602	0.166133859	0.003040683	0.112129868	0.145807034	0.664847892
2-Deoxy-D-ribose	IDH2	-0.222695706	0.289705374	0.058789553	0.162069618	0.154216755	0.683724583
(4R)-4-Hydroxy-L-glutamic acid	IDH2	-0.24636905	0.167967587	0.008895714	0.112307671	0.156660279	0.689760721
Cysteamine	IDH2	-0.397621792	-0.16391062	-0.006248613	0.112968699	0.162827275	0.702545973
Dihydrothymine	IDH2	-0.2032999	0.294410201	0.065403992	0.164666823	0.16430894	0.705387102
Citramalic acid;D-2-Hydroxyglutaric acid;L-2-Hydroxyglutaric acid;3-Hydroxyglutaric acid	IDH2	-0.104484402	0.194652689	-0.002742538	0.142878255	0.167106103	0.710033698
Adenosine monophosphate	IDH2	0.304678565	0.307676606	-0.012835866	0.238190126	0.178426351	0.729453394
D-Arabinonic acid	IDH2	-0.006877893	0.043919084	-0.019127172	0.046870316	0.1785861	0.72979446
D-Lactaldehyde	IDH2	0.003381957	0.073717708	-0.016679721	0.068864123	0.189286532	0.748302844
Acetoacetate;2-Ketobutyric acid	IDH2	0.058472545	0.078184823	0.002903872	0.057589106	0.191142013	0.751049256
Phosphatidylethanolamine	IDH2	-0.31501699	-0.239970946	2.77E-04	0.184138835	0.191992041	0.752333194
Uridine 5-triphosphate	IDH2	-1.1009056	0.269970413	-0.014318424	0.220184344	0.196655099	0.760705127
Urea	IDH2	-0.102299864	0.191483949	0.023866834	0.130987493	0.200671027	0.767383525
UDP-Glucuronate	IDH2	-0.381080916	0.143336325	-0.012401109	0.122313954	0.202925889	0.770853492
L-Glutamic acid	IDH2	-0.43251786	-0.103975643	-0.011229708	0.073017531	0.204017949	0.772759554
Anserine	IDH2	-0.002245063	0.029370669	-0.027277602	0.044602902	0.204063991	0.772762221
2-Oxo-4-methylthiobutanoic acid	IDH2	0.202854271	0.246489325	0.053463965	0.156026513	0.216038157	0.791639218
3-Hydroxyanthranilic acid	IDH2	0.135077231	0.131360589	-0.024809567	0.126352077	0.216461541	0.792366437
D-Arabitol;Adonitol;D-Xylitol	IDH2	-0.245536073	0.206729685	0.043054331	0.134328087	0.223043695	0.802242347
"2,3-Dihydroxypropyl hexopyranoside"	IDH2	-0.267451618	0.124332812	-0.016209638	0.115539332	0.223831244	0.803351205
Creatine	IDH2	-0.364726648	-0.090461612	0.00326352	0.077455057	0.226256537	0.80639131
N-Acetyl-L-glutamic acid	IDH2	-0.137111974	0.149256487	-0.023511697	0.14347935	0.228538272	0.810066732
Xanthosine 5-monophosphate	IDH2	-0.303410366	-0.118978491	0.009286482	0.106690928	0.229281912	0.810866988
Nicotinamide ribotide	IDH2	-0.355238787	0.246724188	0.083161216	0.139571242	0.241238836	0.826965862
D-Glucosamine	IDH2	-0.408499546	-0.110167061	-0.01941397	0.077493125	0.241553957	0.827689575
1-Methylnicotinamide	IDH2	-0.277735596	0.074358099	0.006468819	0.058102917	0.242632746	0.829213049
2-Aminoadipic acid	IDH2	-0.508793764	-0.084558346	-0.019024075	0.056131841	0.243006022	0.829726169
DL-Homocystine	IDH2	-0.450584576	-0.104248636	-0.009108749	0.083031722	0.251867247	0.841318006
Orotic acid	IDH2	-0.072876904	0.158849139	-0.028041092	0.164199018	0.255039753	0.845957471
Inosine 5-monophosphate	IDH2	-0.434226352	-0.086351528	0.04004263	0.111913239	0.258731595	0.850781755
4-Pyridoxic acid	IDH2	0.299775009	0.175297376	0.021789347	0.136755844	0.261651171	0.854172455
Histamine	IDH2	-0.351028032	-0.103302259	0.010414745	0.102650806	0.267946346	0.862689538
Cyclic GMP	IDH2	-0.059337903	-0.043721274	0.026990145	0.063837928	0.268003946	0.862750487
Sarcosine	IDH2	-0.213220459	0.166509563	-0.005358595	0.155239133	0.268242583	0.86297913
Sucrose;Isomaltose	IDH2	-0.327668326	-0.146480933	-0.007139085	0.127272476	0.2735907	0.869855451
L-Malic acid	IDH2	-0.321487605	0.119646079	-0.055971745	0.161145781	0.275798107	0.872657873
3-Hydroxy-DL-kynurenine	IDH2	-0.287093065	-0.082915272	0.047934634	0.121270177	0.280589989	0.877891355
Betaine aldehyde hydrate	IDH2	-0.46045128	0.086435031	-0.042856293	0.121183465	0.286014442	0.882117609
N-Acetylneuraminic acid	IDH2	-0.027804944	0.025375687	-0.017783766	0.040617976	0.287976868	0.884129893
Folic acid	IDH2	0.539303762	0.390214317	0.097456093	0.277355579	0.291181201	0.887269077
D-3-Phosphoglyceric acid	IDH2	-0.269525879	0.136305044	-0.02162365	0.149982348	0.292349299	0.888411727
CDP-ethanolamine	IDH2	-0.105807685	-0.046882088	0.001127479	0.045959146	0.296201409	0.892044161
Betaine aldehyde	IDH2	-0.549941476	0.096367042	-0.04956737	0.140677576	0.299564398	0.89551083
L-Saccharopine	IDH2	-0.098049636	-0.056776381	-0.010366528	0.045930242	0.312283501	0.906185361
N-Acetyl-Asp-Glu	IDH2	-0.378258517	0.101428747	-0.047694527	0.148532494	0.315389483	0.908737581
N-Acetyl-L-aspartate	IDH2	-0.228475609	0.165551138	-0.009080098	0.174680212	0.317446211	0.910850375
Coenzyme A	IDH2	1.179790173	0.667634752	0.100293766	0.568313564	0.318139406	0.911410832
D-Raffinose	IDH2	-0.343074153	-0.141832283	-0.009454494	0.13411889	0.323633707	0.916057997
Oxaloacetic acid	IDH2	-0.268161395	0.111465113	-0.037135449	0.155075835	0.337939496	0.926602936
Flavin adenine dinucleotide	IDH2	-0.287277202	-0.226529861	-0.055620126	0.181585046	0.346597042	0.933555702
D-Glucuronic acid	IDH2	-0.04999585	0.007339855	-0.025153063	0.034559869	0.347118992	0.934062353
Glutaric acid;Ethylmalonic acid	IDH2	-0.03007726	0.036766548	-0.017905493	0.058806991	0.352533641	0.938167357
L-Valine	IDH2	-0.008570607	0.025596289	-0.027880588	0.05823237	0.358443026	0.942216924
4-Imidazoleacrylic acid	IDH2	-0.400850979	-0.030290395	0.019281735	0.054094531	0.35945809	0.942922414
D-Glucosamine 6-phosphate	IDH2	-0.758559037	-0.14121326	-0.023410512	0.129114883	0.361565003	0.944645349
L-Lysine	IDH2	-0.015423237	0.019400526	-0.026713476	0.050648428	0.362573361	0.945308126
O-Phosphorylethanolamine	IDH2	-0.485562796	-0.098536977	0.008808108	0.118102694	0.363396001	0.946022502
Thymine	IDH2	-0.21595184	0.136632493	0.01804193	0.131721989	0.367955547	0.948412895
Phosphatidylserine	IDH2	-0.356036201	-0.116749793	0.009777557	0.140592719	0.368143331	0.948494459
2-Deoxyadenosine	IDH2	-0.337877537	0.071031807	-0.090603477	0.179869453	0.368852152	0.94889619
5-Methoxy-3-indoleacetic acid	IDH2	-0.195660526	0.142410917	0.04685831	0.106419841	0.369247721	0.949001947
3-Hydroxy-3-methylglutaric acid	IDH2	0.084890513	0.141326711	0.00660506	0.150335266	0.370177267	0.949902262
3-Aminoisobutyric acid;L-2-Aminobutyric acid	IDH2	-0.335802888	0.112556626	-0.013679986	0.141441063	0.37212324	0.951316025
3-methyl-2-oxobutyrate	IDH2	-0.009261764	0.030931269	-0.009502896	0.045650485	0.37576114	0.953948698
L-Leucine;L-Isoleucine;L-Alloisoleucine	IDH2	-0.469242964	-0.094477913	-0.030403884	0.072469978	0.376617493	0.954410158
cis-4-Hydroxy-D-proline;trans-4-Hydroxy-L-proline	IDH2	-0.42651505	-0.053249328	-0.012109032	0.046761128	0.378969344	0.955031559
Pyridoxamine-5-phosphate	IDH2	-0.089984769	-0.045093514	-0.001343472	0.049676573	0.378481475	0.955031559
Pyridoxal 5-phosphate	IDH2	-0.907507273	-0.375371386	0.07081725	0.513205626	0.384620218	0.958553852
Choline	IDH2	-0.312702114	0.13438913	-0.037552534	0.200036574	0.390036521	0.961235772
Indole-3-acetic acid	IDH2	-0.418032855	-0.049288499	0.028356889	0.091129206	0.394193962	0.963225738
4-Imidazoleacetic acid	IDH2	-0.377042279	-0.032030521	0.00145948	0.039522038	0.396785942	0.96467975
L-Carnosine	IDH2	-0.478539327	-0.081095928	0.00283681	0.099888428	0.400759883	0.966686877
NADH	IDH2	-3.027073303	-0.474847548	0.088489441	0.688058161	0.41293788	0.973264716
N2-Acetyl-L-lysine;N6-Acetyl-lysine	IDH2	-0.030991674	0.004058711	-0.02319685	0.033333357	0.413547792	0.973353482
Hypotaurine	IDH2	-0.436527371	-0.046205316	-0.003748193	0.053087721	0.423853275	0.978787894
1-Methylhistamine	IDH2	-0.433848138	0.081311532	-0.037751762	0.149034699	0.424350453	0.978868055
Dehydroascorbic acid;cis-Aconitic acid	IDH2	-0.787357451	-0.184759967	-0.024908566	0.200080506	0.424327863	0.978868055
L-Ornithine;D-Ornithine	IDH2	-0.495784142	-0.102377555	0.01045521	0.143000703	0.430090712	0.981658962
Pantothenic acid	IDH2	-0.436434578	-0.060659623	-0.002717777	0.074697088	0.437931554	0.985272114
Succinic acid;Methylmalonic acid	IDH2	-0.043927378	0.027745613	-0.015268634	0.055524573	0.438523766	0.985532467
Xanthine	IDH2	-0.012538661	0.199929827	0.069791626	0.169260985	0.441975722	0.986297962
Pyruvate	IDH2	0.012960371	0.031954781	-0.0142702	0.060801416	0.447098244	0.988349706
N-Acetyl-D-mannosamine	IDH2	-0.285244209	-0.069075324	0.008294849	0.103074399	0.452878648	0.989849184
3-Methoxytyramine	IDH2	-0.326638163	-0.107239058	-0.019122354	0.117832689	0.454573535	0.990588326
L-Alanine;Beta-alanine	IDH2	-0.317221603	-0.0633158	0.001515248	0.086784625	0.455043159	0.990721376
Pyridoxine;Norepinephrine	IDH2	-0.305054194	-0.017028088	0.040871623	0.07759992	0.455588248	0.990929979
N-Acetyl-D-glucosamine 6-phosphate	IDH2	-0.149115293	-0.04475978	-9.24E-04	0.059691587	0.462724249	0.993261364
Cadaverine	IDH2	-0.416303537	-0.133463394	-0.030688527	0.140052657	0.463052239	0.993381717
Epinephrine	IDH2	-0.319287524	0.036733254	-0.02847372	0.089083739	0.464184493	0.993680617
D-Glutamic acid	IDH2	-0.025772425	0.059695944	-0.043578045	0.142950239	0.470019624	0.995174309
D-Tagatose 6-phosphate	IDH2	-0.562520235	-0.066697888	0.065820776	0.185442783	0.474852075	0.996997206
D-Sedoheptulose 7-phosphate	IDH2	-0.292466852	0.054040753	-0.048290154	0.143863289	0.47689426	0.997498668
Phosphatidylcholine	IDH2	-0.126240777	-0.070369335	-0.003683558	0.09382545	0.477243545	0.997521136
3-Methylglutaconic acid	IDH2	-0.155578427	0.05360008	-0.024684112	0.110304445	0.477883854	0.997629438
DL-Homocysteine	IDH2	2.73E-04	0.035427079	-0.010226323	0.065327152	0.484650353	0.998546417
Prostaglandin E2;Prostaglandin I2;Prostaglandin D2	IDH2	-0.087274365	-0.119861282	-0.025103731	0.136164211	0.486487423	0.998589149
Trans-beta-Hydromuconic acid	IDH2	-0.273412527	0.033321167	-0.004654138	0.055114308	0.490805612	0.998819181
(R)-3-Hydroxybutyric acid	IDH2	-0.418961039	-0.022122917	-0.039267901	0.112575999	0.878952714	1
1-Methyl-L-histidine	IDH2	-0.632186253	0.011930862	-0.028736487	0.165223927	0.805577927	1
"1,3-Diaminopropane"	IDH2	-0.270558861	-0.065069614	0.014432282	0.158593898	0.616165438	1
2-Deoxycytidine	IDH2	-0.312341427	-0.024381981	0.077421657	0.180827679	0.573443715	1
2-Deoxycytidine 5-diphosphate	IDH2	-0.418537632	0.006135325	-0.02684335	0.116600871	0.777304191	1
2-Deoxycytidine 5-monophosphate	IDH2	-0.255335796	0.028074007	-0.035243824	0.124051817	0.609761185	1
2-Deoxyguanosine	IDH2	-0.393902945	-0.063704303	0.022202532	0.201580223	0.669986175	1
2-Deoxyinosine	IDH2	-0.230602418	0.079847056	0.018542344	0.166390887	0.712546727	1
2-Deoxyuridine 5-monophosphate	IDH2	-0.06737864	-0.059640955	-0.032259601	0.160255705	0.864333537	1
2-Hydroxyphenylacetic acid;4-Hydroxyphenylacetic acid	IDH2	-0.036825698	-0.016123999	-0.009853472	0.076782476	0.934912221	1
2-Methylbutyrylglycine;Isovalerylglycine	IDH2	-0.030080847	0.007863811	-0.015351159	0.038974255	0.551409842	1
2-Methylglutaric acid;3-Methylglutaric acid;Adipic acid	IDH2	-0.076535196	-0.01016218	-0.020889162	0.039747801	0.787255565	1
2-Oxoadipic acid	IDH2	-0.072148625	-2.19E-04	-0.008953768	0.041174405	0.831997251	1
"2,5-Dihydroxybenzaldehyde;4-Hydroxybenzoic acid"	IDH2	-0.021078314	-0.047032996	0.038728653	0.139319827	0.538175783	1
"2,5-Dihydroxybenzoic acid"	IDH2	0.26803899	0.098140403	0.041663061	0.159544498	0.723345509	1
3-Aminopiperidin-2-one	IDH2	-0.377097189	0.026729092	-0.013422525	0.059806807	0.501994212	1
3-Furoic acid	IDH2	-0.58830393	-0.052030963	-0.012807569	0.201185822	0.845423462	1
3-Hydroxy-3-methylglutaryl coenzyme A	IDH2	-0.761237845	-0.06271753	-0.021457187	0.13502102	0.759920953	1
3-Hydroxybutyryl coenzyme A	IDH2	-1.416965521	-0.106890022	0.062652063	0.265044758	0.522384944	1
3-Iodo-L-tyrosine	IDH2	-0.058545	-0.042648987	-0.007737773	0.067426789	0.604622418	1
3-Methyl-2-oxovaleric acid;4-Methyl-2-oxovaleric acid	IDH2	-0.011344359	0.041887576	0.006996638	0.058129919	0.548357359	1
3-Phosphoadenosine 5-phosphosulfate	IDH2	-0.772726143	0.009835972	-0.030646096	0.13056633	0.756523065	1
3-Sulfopyruvic acid	IDH2	-0.142290286	0.091773561	0.175541736	0.203943669	0.681261924	1
"3,5-Diiodo-L-tyrosine"	IDH2	-0.14553927	-0.014489956	-0.009951427	0.093171998	0.961149379	1
4-Guanidinobutyric acid	IDH2	-0.114845823	0.008722206	0.044781565	0.107827933	0.738065856	1
4-Hydroxyphenylacetylglycine	IDH2	-0.066862506	-0.085958928	-0.0648287	0.07333461	0.773243822	1
4-Hydroxyphenylpyruvic acid	IDH2	-0.074097724	-0.023994817	-0.011250052	0.070099709	0.855732543	1
4-Phenylbutanoic acid	IDH2	-0.025714598	0.031495858	-0.014002492	0.108103323	0.6738439	1
"4,6-Dioxoheptanoic acid"	IDH2	-0.055690726	-0.020828659	-0.004783441	0.04970838	0.746856561	1
5-Hydroxy-L-tryptophan	IDH2	-0.427716002	-0.085828133	0.027614324	0.195213134	0.56115889	1
5-Methyltetrahydrofolic acid	IDH2	-0.172839092	0.029810976	0.007154012	0.122913157	0.853752144	1
Acetylcholine	IDH2	-0.565057682	0.011205046	-0.002553424	0.110896741	0.901263337	1
Adenine	IDH2	-0.264574598	0.064181906	0.053859757	0.194310134	0.957634677	1
Adenosine	IDH2	-0.336238625	0.026991236	-0.018379761	0.107934642	0.674225254	1
"Adenosine 3,5-diphosphate"	IDH2	-0.480424103	-0.032115856	-0.014846415	0.124520993	0.889697505	1
Adenosine 5-phosphosulfate	IDH2	-1.435383167	0.041978227	0.022506892	0.046662719	0.676474936	1
Adenosine diphosphate;Deoxyguanosine 5-diphosphate	IDH2	-0.437253685	0.046585908	-0.041516665	0.148349097	0.552587817	1
Adenosine triphosphate;Deoxyguanosine triphosphate	IDH2	-1.044631464	0.041209059	-0.015741326	0.19887858	0.774604278	1
Adenylosuccinic acid	IDH2	-0.68082706	-0.078805647	0.006414474	0.174479085	0.62524813	1
Agmatine	IDH2	-0.301332158	-0.014643329	0.02755041	0.109052344	0.698820831	1
AICAR	IDH2	-0.192173316	0.013440827	-0.046371793	0.114154673	0.600305522	1
Anthranilate	IDH2	-0.375302952	0.016380072	0.012927819	0.067096532	0.958965316	1
Benzoate	IDH2	-0.037243503	-0.015161444	0.008463304	0.095480658	0.804575712	1
Betaine	IDH2	-0.468631321	-0.095981577	-0.07568677	0.189387642	0.914661932	1
Biocytin	IDH2	-0.027553042	0.030949723	-0.010272355	0.060727552	0.497262342	1
Butyryl coenzyme A	IDH2	-0.879453988	-0.032731567	-0.010671892	0.17033959	0.896958782	1
CDP-Glycerol	IDH2	-0.123975188	0.017878679	0.026712182	0.087128969	0.919245457	1
Choline glycerophosphate	IDH2	-1.125260137	-0.063824937	0.157076425	0.365733036	0.545846173	1
Citraconic acid	IDH2	-0.03735892	0.03453912	-0.01480197	0.080573554	0.540290822	1
Citric acid;Isocitric acid	IDH2	-0.606217101	-0.031743381	-0.02260768	0.20440366	0.964350891	1
Cyclic AMP	IDH2	-0.11397636	-0.084716474	-0.016884523	0.110290413	0.538534679	1
Cytidine-5-monophospho-N-acetylneuraminic acid	IDH2	-0.263254464	0.001829705	-0.01533813	0.091947126	0.851884716	1
Cytidine 5-diphosphate	IDH2	-0.474561731	0.049074057	-0.032060919	0.131701271	0.537859477	1
Cytidine 5-diphosphocholine	IDH2	-0.160060906	0.024105282	-0.01805161	0.09583084	0.660002692	1
Cytidine monophosphate	IDH2	0.181298643	0.194251912	0.177344042	0.165962939	0.918854003	1
"D-Erythrono-1,4-lactone"	IDH2	-0.265056314	0.063115487	0.056662729	0.189970472	0.972903338	1
D-Fructose;D-Galactose;Myoinositol	IDH2	-0.336531558	0.025138609	-0.008828201	0.101669137	0.738310393	1
D-Galactaric acid	IDH2	-0.104390529	0.002705149	-0.019737542	0.066806212	0.736918231	1
"D-Glucurono-6,3-lactone"	IDH2	-0.036841725	0.022937096	-0.018760953	0.06287442	0.507205182	1
D-Glyceraldehyde 3-phosphate;Dihydroxyacetone phosphate	IDH2	-0.067378196	0.03099797	0.012738693	0.116333557	0.87527934	1
D-Lactose;D-Maltose;Melibiose	IDH2	-0.137657487	0.067448438	0.018093963	0.132129373	0.708752949	1
D-Ribose 1-phosphate;D-Ribose 5-phosphate;D-Xylulose 5-phosphate	IDH2	-0.238747825	-0.001345656	-0.040967982	0.136737734	0.771993138	1
D-Saccharic acid	IDH2	-0.398132165	0.047502	-0.037188375	0.149616203	0.571359232	1
Deoxyadenosine diphosphate	IDH2	-0.252228911	-0.006317063	-0.044257492	0.160840868	0.813519589	1
Dephosphocoenzyme A	IDH2	1.008361991	-0.010635036	-0.075980554	0.528175722	0.901537548	1
Diadenosine triphosphate	IDH2	-0.159029534	0.1663308	-0.02674434	0.292945904	0.509843622	1
Dihydrouracil	IDH2	-0.355806758	0.05321218	0.027180048	0.064715929	0.687498339	1
Dimethylaminopurine	IDH2	-0.292405074	-0.079878217	0.005108803	0.170445564	0.618049375	1
Dimethylglycine;Gamma-Aminobutyric acid	IDH2	-0.404627754	-0.041500217	-0.02121442	0.075738049	0.788821287	1
DL-2-Amino-3-phosphonopropionic acid	IDH2	-0.072965582	-0.005594963	-0.016669413	0.050462392	0.82629214	1
"DL-3,4-Dihydroxymandelic acid"	IDH2	-0.077552355	-0.0221898	-0.013792487	0.056471032	0.881789372	1
"DL-3,4-Dihydroxyphenyl glycol"	IDH2	-0.100797834	-0.065924647	-0.022271167	0.084815325	0.606770647	1
DL-4-Hydroxy-3-methoxymandelic acid	IDH2	-0.035175585	0.0127371	-0.013601224	0.06735653	0.695776159	1
DL-5-Hydroxylysine	IDH2	-0.028981079	0.010222312	-0.028114931	0.069828182	0.582990008	1
DL-Mandelic acid	IDH2	0.283568646	0.135687142	0.012211165	0.246567009	0.616525533	1
Dodecanedioic acid	IDH2	-0.116487787	-0.010302613	-0.031355852	0.126549707	0.867870978	1
Dulcitol	IDH2	-0.283109319	0.039767467	0.010425483	0.121559619	0.8092611	1
Folinic acid	IDH2	-0.180740544	-0.020456196	-0.010280034	0.159250528	0.949049583	1
Gamma-Glu-Cys	IDH2	0.543064053	0.145331407	-0.020945904	0.280253588	0.552973577	1
Glucono delta-lactone	IDH2	-0.389951268	0.00274992	0.002857613	0.084287895	0.998980557	1
Glutaconic acid	IDH2	-0.449096324	-0.026941821	-0.015846126	0.145866193	0.939365299	1
Guanine	IDH2	-0.31517349	-0.051200468	0.028116156	0.12751002	0.533914066	1
Guanosine 5-monophosphate	IDH2	-0.367212346	0.41890397	0.265989579	0.247305979	0.536364001	1
Guanosine 5-triphosphate	IDH2	-2.633004888	0.236250064	0.030266357	0.371938537	0.579708101	1
Guanosine diphosphate mannose	IDH2	-0.33573817	-0.009122235	-0.015628714	0.084672154	0.938748283	1
Hippuric acid	IDH2	-0.419846961	-0.007617935	0.021035335	0.086311423	0.739907827	1
Hypoxanthine	IDH2	-0.29525408	0.045819047	0.007781387	0.089460573	0.670698831	1
Isobutyrylglycine	IDH2	-0.039374984	-0.002053162	-0.014381864	0.041158199	0.764524828	1
L-a-Aspartyl-L-phenylalanine	IDH2	-0.087094953	0.055931944	0.095347306	0.106405746	0.711065759	1
L-alpha-Glycerophosphorylcholine	IDH2	-0.521490056	0.193028154	0.137419741	0.205674726	0.786875102	1
L-Arabinose;L-Ribulose;D-Xylose	IDH2	-0.361439012	0.043725578	0.008103974	0.099679994	0.72082261	1
L-Arginine	IDH2	-0.028030156	-0.006543376	-0.020060556	0.044372458	0.760648	1
L-Asparagine;Ureidopropionic acid	IDH2	-0.404654708	-0.024090248	-0.007232007	0.07492743	0.821983751	1
L-Citrulline	IDH2	-0.060394497	-0.025656734	-0.016215193	0.033908244	0.780671693	1
L-Cystathionine	IDH2	-0.069298678	-0.020714734	-0.012289583	0.043264874	0.845601032	1
L-Cysteic acid	IDH2	-0.041035389	3.71E-04	-0.0202287	0.046297421	0.656359654	1
L-Cysteine	IDH2	-0.070967125	-0.027223081	-0.036812803	0.074561855	0.897662828	1
L-Cystine	IDH2	-0.558734842	-0.012264509	0.013749548	0.216370923	0.904301756	1
L-Kynurenine	IDH2	-0.27155145	0.017564908	0.026035943	0.068577549	0.901691456	1
L-Phenylalanine	IDH2	-0.045548097	0.002007428	-0.012180806	0.041827534	0.734453035	1
L-Pipecolic acid	IDH2	-0.445814013	0.007111988	-0.017193777	0.056626848	0.667758124	1
L-Proline;D-Proline	IDH2	-0.408365905	-0.004973588	-0.014386971	0.044078882	0.830892015	1
L-Pyroglutamic acid;D-Pyroglutamic Acid	IDH2	-0.040624315	0.003352397	-0.020764526	0.041820733	0.564159807	1
L-Serine;D-Serine	IDH2	-0.01298767	0.012262219	-0.015458231	0.06160472	0.652730031	1
